,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.1367798,0.1057094,0.082782,0.0702574,0.063222,0.0566284,0.0531824,0.0499364,0.0472976,0.0450924,0.0436532,0.0424492,0.0417434,0.0400108,0.039647,0.0363184,0.0340392,0.032452,0.0304792,0.0286,0.0269,0.026,0.024974,0.0234396,0.0211976,0.0191736,0.0173474,0.0156984,0.0142098,0.0128646
