,9,10,5,5,1
29,0,0,0.01,0.07,0.2
5,0.01,0.02,0.02,0.1,0.2
5,0.02,0.04,0.06,0.13,0.25
2,0.08,0.12,0.18,0.25,0.25
3,0.1,0.14,0.18,0.25,0.25
5,0.2,0.2,0.22,0.25,0.25
5,0.4,0.4,0.6,0.6,0.6
1,1,1,1,1,1
