,1
25,0.02
1,0.02
1,0.02
1,0.02
1,0.02
1,0.02
1,0.02
1,0.02
1,0.02
1,0.03
1,0.16
1,0.14
1,0.14
1,0.14
1,0.14
1,0.14
1,0.15
1,0.25
1,0.2
1,0.2
1,0.25
1,0.25
1,0.2
1,0.2
1,0.2
1,0.2
1,0.2
1,0.2
1,0.2
1,0.2
1,1
