,1,1,1,1,5
5,0.08,0.04,0.03,0.0275,0.0319
5,0.08,0.04,0.03,0.0275,0.0262
5,0.08,0.04,0.03,0.0275,0.02
5,0.08,0.04,0.03,0.0275,0.0135
5,0.08,0.04,0.03,0.0275,0.0108
5,0.08,0.04,0.03,0.0275,0.01
5,0.08,0.04,0.03,0.0275,0.0122
5,0.08,0.04,0.03,0.0275,0.0158
