,1,1,1,1,1
5,0,0,0,0,0
5,0.172,0.13,0.1,0.08,0.068
5,0.172,0.13,0.1,0.08,0.059
5,0.172,0.13,0.1,0.08,0.044
5,0.172,0.13,0.1,0.08,0.031
5,0.172,0.13,0.1,0.08,0.031
5,0.172,0.13,0.1,0.08,0.031
5,0.172,0.13,0.1,0.08,0.031
5,0.172,0.13,0.1,0.08,0.031
