,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0905,0.0755,0.0705,0.0685,0.0665,0.0645,0.0645,0.0605,0.0585,0.0555,0.0555,0.0555,0.0555,0.0555,0.0555,0.0555,0.0555,0.0555,0.0555,0.0475,0.0475,0.0475,0.0475,0.0475,0.0375
