,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.058,0.053,0.048,0.044,0.041,0.038,0.035,0.032,0.029,0.026,0.023,0.021,0.019,0.017,0.015,0.014,0.012,0.011,0.01,0.009,0.008,0.008,0.007,0.007,0.006,0.006,0.005,0.005,0.004,0.005
