,9,5,5,10,1,1
30,0,0,0,0,0,0
5,0,0,0.04,0.04,0.04,0.04
5,0,0,0.07,0.07,0.12,0.07
5,0,0,0.1,0.1,0.1,0.1
5,0,0.3,0.3,0.3,0.3,0.3
5,0,0.25,0.25,0.25,0.25,0.25
5,0,1,1,1,1,1
