1,0.20716,0.17332,0.146,0.1221,0.0996,0.09058,0.07904,0.07088,0.05768,0.05632,0.03588,0.03498,0.03396,0.03294,0.0319,0.03078,0.02966,0.02854,0.02732,0.02608,0.02478,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0
1,0.1993,0.17332,0.146,0.1221,0.0996,0.09058,0.07904,0.07088,0.05768,0.05632,0.03498,0.03396,0.03294,0.0319,0.03078,0.02966,0.02854,0.02732,0.02608,0.02478,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0
1,0.1993,0.17332,0.146,0.1221,0.0996,0.09058,0.07904,0.07088,0.05768,0.046,0.03396,0.03294,0.0319,0.03078,0.02966,0.02854,0.02732,0.02608,0.02478,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0
1,0.1993,0.17332,0.146,0.1221,0.0996,0.09058,0.07904,0.07088,0.05564,0.046,0.03294,0.0319,0.03078,0.02966,0.02854,0.02732,0.02608,0.02478,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1993,0.17332,0.146,0.1221,0.0996,0.09058,0.07904,0.0584,0.05564,0.046,0.0319,0.03078,0.02966,0.02854,0.02732,0.02608,0.02478,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1993,0.17332,0.146,0.1221,0.0996,0.09058,0.06508,0.0584,0.05564,0.046,0.03078,0.02966,0.02854,0.02732,0.02608,0.02478,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1993,0.17332,0.146,0.1221,0.0996,0.0761,0.06508,0.0584,0.05564,0.046,0.02966,0.02854,0.02732,0.02608,0.02478,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1993,0.17332,0.146,0.1221,0.08354,0.0761,0.06508,0.0584,0.05564,0.046,0.02854,0.02732,0.02608,0.02478,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1993,0.17332,0.146,0.10922,0.08354,0.0761,0.06508,0.0584,0.05564,0.046,0.02732,0.02608,0.02478,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1993,0.17332,0.1274,0.10922,0.08354,0.0761,0.06508,0.0584,0.05564,0.046,0.02608,0.02478,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1993,0.16344,0.1274,0.10922,0.08354,0.0761,0.06508,0.0584,0.05564,0.046,0.02478,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.188,0.16344,0.1274,0.10922,0.08354,0.0761,0.06508,0.0584,0.05564,0.046,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.188,0.16344,0.1274,0.10922,0.08354,0.0761,0.06508,0.0584,0.05564,0.04148,0.02336,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.188,0.16344,0.1274,0.10922,0.08354,0.0761,0.06508,0.0584,0.048,0.04148,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.188,0.16344,0.1274,0.10922,0.08354,0.0761,0.06508,0.0548,0.048,0.04148,0.02194,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.188,0.16344,0.1274,0.10922,0.08354,0.0761,0.06392,0.0548,0.048,0.04148,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.188,0.16344,0.1274,0.10922,0.08354,0.07032,0.06392,0.0548,0.048,0.04148,0.02042,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.188,0.16344,0.1274,0.10922,0.07844,0.07032,0.06392,0.0548,0.048,0.04148,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.188,0.16344,0.1274,0.09754,0.07844,0.07032,0.06392,0.0548,0.048,0.04148,0.0188,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.188,0.16344,0.12082,0.09754,0.07844,0.07032,0.06392,0.0548,0.048,0.04148,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.188,0.15576,0.12082,0.09754,0.07844,0.07032,0.06392,0.0548,0.048,0.04148,0.01708,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17914,0.15576,0.12082,0.09754,0.07844,0.07032,0.06392,0.0548,0.048,0.04148,0.01516,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17914,0.15576,0.12082,0.09754,0.07844,0.07032,0.06392,0.0548,0.048,0.04186,0.01302,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17914,0.15576,0.12082,0.09754,0.07844,0.07032,0.06392,0.0548,0.04556,0.04186,0.0105,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17914,0.15576,0.12082,0.09754,0.07844,0.07032,0.06392,0.05062,0.04556,0.04186,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17914,0.15576,0.12082,0.09754,0.07844,0.07032,0.06404,0.05062,0.04556,0.04186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17914,0.15576,0.12082,0.09754,0.07844,0.06608,0.06404,0.05062,0.04556,0.04186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17914,0.15576,0.12082,0.09754,0.0827,0.06608,0.06404,0.05062,0.04556,0.04186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17914,0.15576,0.12082,0.10976,0.0827,0.06608,0.06404,0.05062,0.04556,0.04186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17914,0.15576,0.13496,0.10976,0.0827,0.06608,0.06404,0.05062,0.04556,0.04186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17914,0.17138,0.13496,0.10976,0.0827,0.06608,0.06404,0.05062,0.04556,0.04186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19714,0.17138,0.13496,0.10976,0.0827,0.06608,0.06404,0.05062,0.04556,0.04186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19714,0.17138,0.13496,0.10976,0.0827,0.06608,0.06404,0.05062,0.04556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19714,0.17138,0.13496,0.10976,0.0827,0.06608,0.06404,0.05062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19714,0.17138,0.13496,0.10976,0.0827,0.06608,0.06404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19714,0.17138,0.13496,0.10976,0.0827,0.06608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19714,0.17138,0.13496,0.10976,0.0827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19714,0.17138,0.13496,0.10976,0.12066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19714,0.17138,0.13496,0.183,0.12066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19714,0.17138,0.1888,0.183,0.12066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19714,0.21396,0.1888,0.183,0.12066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.24606,0.21396,0.1888,0.183,0.12066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.24606,0.21396,0.1888,0.183,0.12066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.24606,0.21396,0.1888,0.183,0.12066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.24606,0.21396,0.1888,0.183,0.12066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.24606,0.21396,0.1888,0.183,0.12066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.24606,0.21396,0.1888,0.183,0.12066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.24606,0.21396,0.1888,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.24606,0.21396,0.1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.24606,0.21396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.24606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
