,4,5,5
5,0.129,0.079,0.044
5,0.129,0.079,0.044
5,0.125,0.0584,0.036
5,0.126,0.05,0.027
5,0.1132,0.043,0.0145
5,0.1132,0.039,0.0145
5,0.1132,0.037,0.0174
5,0.1092,0.037,0.03
5,0.1082,0.043,0.053
5,0,0,0
5,0,0,0
