,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.18,0.13,0.11,0.09,0.0825,0.075,0.0675,0.06,0.0525,0.045,0.0425,0.04,0.0375,0.035,0.0325,0.03,0.0275,0.025,0.0225,0.02,0.0175,0.0175,0.015,0.015,0
