,5,5,5,5,5,5,
5,126153,0,0,0,0,0, 
5,1234492,130050,0,0,0,0, 
5,2091996,623480,3615456,0,0,0, 
5,1775916,1962753,19049180,6467411,0,0, 
5,1767948,2907870,24700837,23108712,8514093,0, 
5,1223110,2551734,23771286,24409278,22236375,3234262, 
5,2084628,2268240,21050340,21269772,20375700,15069480, 
5,868664,1654224,15738616,15830952,15180260,18652885, 
5,680512,1050728,8453948,9522380,9474720,11815260, 
5,412485,931034,4799058,3825816,2994840,3020679, 
