,1
1,0.000222
1,0.000232
1,0.000232
1,0.000242
1,0.000252
1,0.000262
1,0.0002785
1,0.0002885
1,0.000305
1,0.0003215
1,0.0003515
1,0.0003715
1,0.000408
1,0.000448
1,0.0004945
1,0.000551
1,0.0006175
1,0.000694
1,0.0007905
1,0.000897
1,0.0010335
1,0.0011865
1,0.001373
1,0.0015995
1,0.0018625
1,0.0021755
1,0.0025485
1,0.002995
1,0.003518
1,0.004151
1,0.0048875
1,0.0050265
1,0.005137
1,0.005232
1,0.0053005
1,0.0053495
1,0.005401
1,0.005459
1,0.0056365
1,0.0058675
1,0.006141
1,0.0063335
1,0.0065255
1,0.0067475
1,0.007034
1,0.0074465
1,0.008027
1,0.00877
1,0.0096165
1,0.010712
1,0.011958
1,0.0133665
1,0.0149195
1,0.016536
1,0.018368
1,0.0203595
1,0.022563
1,0.0251705
1,0.028169
1,0.031622
1,0.0355005
1,0.0399605
1,0.045043
1,0.0506765
1,0.0568215
1,0.063649
1,0.071268
1,0.0809385
1,0.091963
1,0.1043785
1,0.1189355
1,0.134966
1,0.1522225
1,0.170539
1,0.1899675
1,0.2105975
1,0.2323325
1,0.254956
1,0.272723
1,0.2960185
1,0.3165435
1,0.3518195
1,0.388641
1,0.44644
1,0.511652
1,0.576751
1,0.6372675
1,0.704142
1,0.7780535
1,0.8597285
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
