,5,5,5,5,5,5,
5,8153986,0,0,0,0,0, 
5,99935424,64130486,0,0,0,0, 
5,102485432,203546810,58216179,0,0,0, 
5,75882708,163595315,201922020,47979034,0,0, 
5,57250800,124744796,167210602,211344170,37007544,0, 
5,41315508,80858737,107519040,166604420,159548556,90385760, 
5,20783169,52017266,66937581,104013990,90432090,74663220, 
5,12048036,25265030,33920603,50429808,37020634,28910865, 
5,3741323,8178827,13473354,20416080,12455424,10477932, 
5,1131136,1695864,4252839,4537159,2099616,3296685, 
