,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1
81,0.1,0.07,0.068,0.066,0.064,0.062,0.06,0.058,0.056,0.054,0.052,0.05,0.049,0.048,0.047,0.046,0.045,0.044,0.043,0.042,0.041,0.04
