,29,1
34,0.135,0.145125
6,0.1125,0.1074375
4,0.09,0.104175
5,0.09,0.140625
1,0.108,0.16875
1,0.126,0.196875
1,0.144,0.225
1,0.162,0.253125
1,0.45,0.45
1,0,0
