,5,5,5,5,5
2,0,0,0,0,0
5,0.12085,0,0,0,0
5,0.11655,0.03,0,0,0
5,0.0984,0.03,0.03,0,0
5,0.07125,0.03,0.03,0.03,0
5,0,0.03,0.03,0.03,0.03
