,1
32,0.05
1,0.05
1,0.05
1,0.45
1,0.32
1,0.3
1,0.32
1,0.32
1,0.32
1,0.35
1,0.4
1,0.25
1,0.25
1,0.3
1,0.25
1,0.3
1,0.25
1,0.15
1,1
