,1,1
20,0.03,0.015
1,0.03,0.015
1,0.03,0.015
1,0.03,0.015
1,0.03,0.015
1,0.03,0.015
1,0.03,0.015
1,0.03,0.015
1,0.03,0.015
1,0.03,0.015
1,0.1,0.08
1,0.1,0.055
1,0.1,0.07
1,0.1,0.08
1,0.1,0.1
1,0.1,0.12
1,0.1,0.14
1,0.1,0.12
1,0.1,0.165
1,0.1,0.14
1,0.1,0.17
1,0.1,0.17
1,0.1,0.215
1,0.1,0.205
1,0.1,0.2
1,0.1,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
