,3,6,6
5,0.25,0.2,0
5,0.235,0.2,0
5,0.22,0.16,0.0375
5,0.205,0.14,0.0375
5,0.19,0.12,0.0375
5,0.175,0.1,0.0375
5,0.16,0.1,0.0375
5,0.145,0.1,0.0375
5,0.13,0.1,0.0375
5,0,0,0
