,29,29
5,0,0
5,0,0
5,0,0
5,0,0
5,0,0
5,0,0
5,0.025,0.025
5,0.06,0.33
2,0.27,0.25
3,0.25,0.25
5,0.2,0.25
1,0.3,0.3
1,0.25,0.4
4,1,1
