,1
35,0 
5,"405,561,108 "
5,"380,984,604 "
5,"349,925,280 "
5,"218,475,144 "
5,"155,714,112 "
5,"201,211,920 "
,
,
,
,
,
,
,
,
,
,
,
,
,
