Age/Year,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,130.76,130.76,130.76,130.76,130.76,33.64,33.64,33.64,33.64,33.64,28.48,28.48,28.48,28.48,28.48,33.44,33.44,33.44,33.44,33.44,22.36,22.36,22.36,22.36,22.36,24.28,24.28,24.28,24.28,24.28,2.2,2.2,2.2,2.2,2.2,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130.76,130.76,130.76,130.76,132.16,33.64,33.64,33.64,33.64,51.16,28.48,28.48,28.48,28.48,50.68,33.44,33.44,33.44,33.44,51.24,22.36,22.36,22.36,22.36,36.8,24.28,24.28,24.28,24.28,9.08,2.2,2.2,2.2,2.2,0.72,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130.76,130.76,130.76,132.16,132.16,33.64,33.64,33.64,51.16,51.16,28.48,28.48,28.48,50.68,50.68,33.44,33.44,33.44,51.24,51.24,22.36,22.36,22.36,36.8,36.8,24.28,24.28,24.28,9.08,9.08,2.2,2.2,2.2,0.72,0.72,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130.76,130.76,132.16,132.16,132.16,33.64,33.64,51.16,51.16,51.16,28.48,28.48,50.68,50.68,50.68,33.44,33.44,51.24,51.24,51.24,22.36,22.36,36.8,36.8,36.8,24.28,24.28,9.08,9.08,9.08,2.2,2.2,0.72,0.72,0.72,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130.76,132.16,132.16,132.16,132.16,33.64,51.16,51.16,51.16,51.16,28.48,50.68,50.68,50.68,50.68,33.44,51.24,51.24,51.24,51.24,22.36,36.8,36.8,36.8,36.8,24.28,9.08,9.08,9.08,9.08,2.2,0.72,0.72,0.72,0.72,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,132.16,132.16,132.16,132.16,132.16,51.16,51.16,51.16,51.16,51.16,50.68,50.68,50.68,50.68,50.68,51.24,51.24,51.24,51.24,51.24,36.8,36.8,36.8,36.8,36.8,9.08,9.08,9.08,9.08,9.08,0.72,0.72,0.72,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,132.16,132.16,132.16,132.16,89.68,51.16,51.16,51.16,51.16,46.76,50.68,50.68,50.68,50.68,47.68,51.24,51.24,51.24,51.24,49.72,36.8,36.8,36.8,36.8,12.12,9.08,9.08,9.08,9.08,2.28,0.72,0.72,0.72,0.72,0.28,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,132.16,132.16,132.16,89.68,89.68,51.16,51.16,51.16,46.76,46.76,50.68,50.68,50.68,47.68,47.68,51.24,51.24,51.24,49.72,49.72,36.8,36.8,36.8,12.12,12.12,9.08,9.08,9.08,2.28,2.28,0.72,0.72,0.72,0.28,0.28,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,132.16,132.16,89.68,89.68,89.68,51.16,51.16,46.76,46.76,46.76,50.68,50.68,47.68,47.68,47.68,51.24,51.24,49.72,49.72,49.72,36.8,36.8,12.12,12.12,12.12,9.08,9.08,2.28,2.28,2.28,0.72,0.72,0.28,0.28,0.28,0,0,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
