,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.055,0.0375,0.03,0.025,0.0233,0.0217,0.02,0.019,0.018,0.017,0.016,0.015,0.014,0.013,0.012,0.011,0.01,0.0092,0.0084,0.0076,0.0068,0.006,0.0056,0.0052,0.0048,0.0044,0.004,0.004,0.004,0
