,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.1105,0.0905,0.0755,0.0705,0.068,0.0655,0.063,0.0625,0.062,0.0615,0.0605,0.0595,0.0585,0.0575,0.0565,0.0555,0.0545,0.0535,0.0525,0.0515,0.0505,0.0495,0.0485,0.0475,0.0465,0.0455,0.0445,0.0435,0.043,0.043
