,1,1,1,1,1
10,0.201,0.0865,0.0755,0.061,0.04
10,0.151,0.081,0.0655,0.0555,0.04
10,0.1265,0.071,0.0555,0.0455,0.03
10,0.111,0.061,0.0555,0.0455,0.03
10,0.101,0.051,0.0455,0.0355,0.02
