,1,1,1,1,1
10,0.2545,0.1355,0.122,0.101,0.0755
10,0.211,0.1255,0.1065,0.091,0.0655
10,0.1765,0.1155,0.091,0.081,0.0555
10,0.1565,0.0955,0.081,0.07,0.0455
10,0.1465,0.0855,0.0655,0.06,0.0355
