,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0611,0.0594,0.0578,0.0561,0.0544,0.0528,0.0511,0.0494,0.0478,0.0461,0.0445,0.0428,0.0411,0.0395,0.0378,0.0362
