,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0997,0.08219,0.07478,0.069295,0.06515,0.06261,0.06028,0.05818,0.05641,0.05508,0.05298,0.051705,0.050055,0.04845,0.047295,0.046575,0.046075,0.0453,0.0448,0.0442,0.043975,0.043975
