,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0894,0.08628,0.08316,0.08004,0.07704,0.07404,0.07114,0.06778,0.06488,0.06198,0.0583,0.05532,0.05282,0.04992,0.04742,0.04582,0.04412,0.0433,0.0427,0.0427,0.0427,0.0427
