,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.12634421,0.082956974,0.062956974,0.043978487,0.031478487,0.023,0.0195,0.017,0.015,0.015,0.015,0.015,0.015,0.015,0.015
