,3,2
5,0.12,0.065
5,0.09,0.065
5,0.09,0.055
5,0.07,0.0425
5,0.06,0.03
5,0.045,0.025
5,0.045,0.026
5,0.045,0.0315
5,0.045,0.04
5,0.045,0.04
