,29,1
1,0.03,0.03
1,0.025,0.03
1,0.025,0.03
1,0.04,0.03
1,0.04,0.05475
1,0.04,0.075
1,0.045,0.075
1,0.02975,0.075
1,0.06,0.12275
1,0.075,0.16375
1,0.11,0.2725
1,0.14,0.2725
1,0.225,0.36375
1,0.175,0.25
1,0.175,0.25
1,0.225,0.31875
1,0.225,0.31875
1,0.2,0.31875
1,0.2,0.31875
1,0.2,0.31875
1,1,1
