1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.055,0.055,0.055,0.055,0.055,0.04,0.04,0.04,0.04,0.04,0.0375
