,1
30,0.1
1,0.13
1,0.12
1,0.12
1,0.13
1,0.16
1,0.196
1,0.154
1,0.166
1,0.179
1,0.17
1,0.195
1,0.195
1,0.222
1,0.24
1,0.21
1,0.22
1,0.21
1,0.21
1,0.21
1,0.21
15,0.5
15,1
